Myanmar,Transformation\Centralized Electricity Generation\Processes\Solar Floating,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Myanmar,Transformation\Centralized Electricity Generation\Processes\Wind Onshore,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Myanmar,Transformation\Centralized Electricity Generation\Processes\Tidal,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Myanmar,Transformation\Centralized Electricity Generation\Processes\Wave,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Myanmar,Transformation\Centralized Electricity Generation\Processes\Small Hydro,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Philippines,Transformation\Centralized Electricity Generation\Processes\Solar PV,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Philippines,Transformation\Distributed Electricity Generation\Processes\Solar PV Rooftop,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Philippines,Transformation\Centralized Electricity Generation\Processes\Solar Floating,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Philippines,Transformation\Centralized Electricity Generation\Processes\Wind Onshore,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Philippines,Transformation\Centralized Electricity Generation\Processes\Tidal,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Philippines,Transformation\Centralized Electricity Generation\Processes\Wave,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Philippines,Transformation\Centralized Electricity Generation\Processes\Small Hydro,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Singapore,Transformation\Centralized Electricity Generation\Processes\Solar PV,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Singapore,Transformation\Distributed Electricity Generation\Processes\Solar PV Rooftop,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Singapore,Transformation\Centralized Electricity Generation\Processes\Solar Floating,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Singapore,Transformation\Centralized Electricity Generation\Processes\Wind Onshore,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Singapore,Transformation\Centralized Electricity Generation\Processes\Tidal,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Singapore,Transformation\Centralized Electricity Generation\Processes\Wave,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Singapore,Transformation\Centralized Electricity Generation\Processes\Small Hydro,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Thailand,Transformation\Centralized Electricity Generation\Processes\Solar PV,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Thailand,Transformation\Distributed Electricity Generation\Processes\Solar PV Rooftop,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Thailand,Transformation\Centralized Electricity Generation\Processes\Solar Floating,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Thailand,Transformation\Centralized Electricity Generation\Processes\Wind Onshore,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Thailand,Transformation\Centralized Electricity Generation\Processes\Tidal,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Thailand,Transformation\Centralized Electricity Generation\Processes\Wave,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Thailand,Transformation\Centralized Electricity Generation\Processes\Small Hydro,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Vietnam,Transformation\Centralized Electricity Generation\Processes\Solar PV,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Vietnam,Transformation\Distributed Electricity Generation\Processes\Solar PV Rooftop,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Vietnam,Transformation\Centralized Electricity Generation\Processes\Solar Floating,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Vietnam,Transformation\Centralized Electricity Generation\Processes\Wind Onshore,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Vietnam,Transformation\Centralized Electricity Generation\Processes\Tidal,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Vietnam,Transformation\Centralized Electricity Generation\Processes\Wave,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Vietnam,Transformation\Centralized Electricity Generation\Processes\Small Hydro,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Timor Leste,Transformation\Centralized Electricity Generation\Processes\Solar PV,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Timor Leste,Transformation\Distributed Electricity Generation\Processes\Solar PV Rooftop,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Timor Leste,Transformation\Centralized Electricity Generation\Processes\Solar Floating,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Timor Leste,Transformation\Centralized Electricity Generation\Processes\Wind Onshore,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Timor Leste,Transformation\Centralized Electricity Generation\Processes\Tidal,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Timor Leste,Transformation\Centralized Electricity Generation\Processes\Wave,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
Timor Leste,Transformation\Centralized Electricity Generation\Processes\Small Hydro,Minimum Utilization,0,,Electricity,nemo_read p4 placeholder (extends 2026-04-30 Brunei variable-renewable MU=0 pattern),"PLACEHOLDER (Stage 5: Variable-renewable MU forced to AvailabilityFactor profile creates uncurtailable must-run causing r1e RAS primal-INFEASIBLE. Extends the 2026-04-30 Brunei pattern to all 11 AMS for 7 variable-renewable tech families. Per CLAUDE.md §8 + user insight 2026-05-11: MU=0 is the physically realistic modelling shape for variable renewables; blend mandates and economics drive dispatch via demand-pull, not must-run forcing.)",placeholder_p4_v042_TL_costs_plus_varRE_MU_20260511.csv,availability_diagnostic,PLACEHOLDER
